,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
STZ,0.030749241554715617,0.03368727331555869,-0.012427003762658987,0.049089225008109284,0.0220897953268777,0.06228863115879445,-0.013717667890001723,-0.035446674170542335,-0.0015919344512898307,0.07475494699541112
BG,0.04074174967242061,0.032609445263324696,0.08800250818889271,-0.01277173269382221,0.035293661987397015,0.04599223505580562,-0.015533615314437017,0.020781541007283744,-0.020409381292182147,-0.024070775597751087
PARA,0.028140423387503406,-0.014772912362960815,0.017137612246606204,-0.02030348874578268,-0.029055741078898186,0.06889206782131098,0.0017281788309957784,-0.0017068448195462819,0.012386761490535771,-0.02993859586272822
ADI,0.05078463644163306,-0.0840705221507518,-0.034535255141838715,-0.024099073202623146,0.028034271360393586,0.05945862079482011,0.06677803883757903,-0.0021683893171883066,-0.11254894359166634,0.005570327698072808
F,0.05584468167741467,-0.011583529942147588,0.04870773492616445,0.01822163342874609,-0.029511518303393307,0.07895081130140227,0.043597616508158056,-0.015322934611119136,-0.06021547138393119,-0.040396999361297224
ADBE,0.021221746469516887,-0.028896940735003908,-0.05934902548589568,0.05255750436318333,0.14239249557235886,-0.021176329049910604,0.034412400762465455,0.08308034925207289,0.021818762881649932,-0.032883277835439186
STLD,0.05673140487309199,-0.03152380689905554,0.056371450819719254,-0.00829714700623942,0.006769070669729433,0.04557322869071706,-0.011426813088458339,0.0007298039357101585,-0.012672449054147536,0.013317255887472486
SMCI,0.016397412799088518,-0.08144242709826438,-0.04216762926685319,-0.04712915869843048,0.006567177856414995,-0.007254059734506735,-0.009737528646286733,0.05046859433164545,-0.012988895373139742,0.03558890055690873
CPRT,0.034382036999881495,-0.034707524919795875,-0.06080991361428356,0.07793635737383349,0.05937978196290229,-0.024831102513387326,-0.08204786938517368,0.027832751144774286,-0.06564076242590529,-0.06988790133996849
ULTA,0.03804774761501367,-0.015550537897766998,0.051667000802465765,0.1022259389215994,-0.027440488652785488,0.1207628382523634,0.006070822162862791,-0.04831389249915763,-0.02095191930068319,0.03126529077007449
ARE,0.05129489265576562,0.01572029959856481,-0.02600574924337433,-0.08694045947503241,-0.06773704747505525,-0.00030117570604099215,-0.05014229588067413,0.028280877914296957,-0.03906158375807342,-0.08272730957158016
SYK,0.04526153623222251,0.026142759809835207,-0.048556192785224626,0.058648301491461954,0.0468567057549202,-0.0040458715949066755,-0.013746235125316236,0.021205620431440392,0.027648789201120596,-0.004486002495251918
KVUE,0.03736751079896798,0.037620826494081085,-0.0009744948826233738,0.005490498499885456,0.015573116861817053,0.07570726050648718,0.03343265889549466,-0.007779220578819273,-0.038046070689115356,0.004991159893319147
CB,0.046321744239071226,0.06461486808512927,0.007042491959798291,0.10097776084049807,-0.01690381424273892,-0.08488497982567306,0.04455732637447462,-0.018697211262783786,-0.04276729331758124,0.010412541339407552
TSN,0.03165852375615861,0.07174020106545391,0.006268869360985697,0.008584136085451246,-0.012668809251624637,0.04083234000329892,-0.01989863593530758,0.028320608166755905,-0.08046658989892021,0.08656832160878981
GNRC,0.05583487183320982,-0.039200462303320104,-0.006912329448786593,-0.013974200910416956,0.007025733094920243,0.010804878345779952,-0.060919741312736905,-0.060134643070917725,-0.026954684786839593,-0.021414824507835165
PEP,0.02638125330165979,0.09010081880618105,-0.03156577653685218,0.021669647673466682,0.0816245603522874,0.08029434206729863,0.03484816544469883,0.08556553674841752,-0.058091251160712565,-0.0031095624631269194
PEG,0.036731910623469866,0.08441970008793992,-0.04362405296154817,-0.0734089196758007,0.04443784956373297,0.026133396293486908,0.027033346241290175,-0.05446594333036771,0.01784684959402172,0.03810888633963116
NOW,0.0353225182342783,-0.046995722049231484,-0.07494154654728895,-0.003823631344073999,0.06866957280853847,-0.053115411859747046,0.028836855767748505,0.0378843731530056,0.0880940273668425,-0.02347767515028288
LLY,0.02197347685700712,-0.015826142173144403,-0.06170848480892831,0.01596332202462876,0.03587259996520271,-0.07496683138879855,-0.004209933996940733,0.02986540600276456,0.06246653840916693,0.05781267420823588
COST,0.04617513546204775,-0.02707930321580092,-0.06699876851523484,0.05329811380891326,0.0645049604538269,0.021713713542242375,0.0330083854182337,0.01017977077575001,-0.025084314119960406,0.038114472428262526
REG,0.046661506446183734,0.044782014501680685,-0.03122218497258818,-0.08613935097339376,-0.054306301609432873,0.009698410020357335,-0.05366394638525003,0.027322405355255493,-0.044942555294361884,-0.0783454368938721
NWS,0.052384292193793945,-0.025420995802351215,-0.023932388867503953,-0.04092685906600114,0.0201504748521369,0.03408728508014274,-0.002401890745246137,-0.022217343294489156,-0.018605453436765174,-0.04132283248111826
LOW,0.05127628336692959,0.007695848612219538,0.01736352141597456,0.04205449460115148,-0.02003862686654737,0.014531141421973804,-0.06972460277470503,-0.06392076303606938,0.03558486240986408,-0.018408833812181065
MDLZ,0.02574136645303108,0.08538108909606092,-0.015909646547331433,0.01199465403923724,0.0651673484235453,0.05504213320110266,0.0895708196188608,0.0037514119970522486,-0.15022063942578437,-0.08385091818679562
FMC,0.0516979114028011,-0.010562882165203397,0.05838993964605367,-0.030157911632204715,-0.0030933743925923443,0.057256239189647194,-0.00976839443173035,-0.03676137665847001,-0.05429492239027008,-0.01092189612700001
XEL,0.028330121515996624,0.09655236103191746,-0.03719468668729416,-0.04305392966149478,0.05439447984879836,0.019012636059348578,0.07843404059986091,-0.04490074034611064,0.025187475821978673,-0.0020817474416386316
MET,0.0696466631866709,0.024640512862312773,0.028687056284890104,0.03887973978468162,-0.06309406132739237,-0.08127815778685937,0.09368293792470828,0.004698149192576253,-0.005824328040046898,0.01614520352144279
FTV,0.06594537963877484,-0.0008330783331447911,0.016952007142089227,0.0010333761871173799,-0.02233964769613136,0.0006487591424739903,0.011511255950403164,-0.06235027044206297,0.023492200255578147,0.06447461733870329
DLR,0.04412559243947986,0.011516926154779797,-0.07154807228452116,-0.07585921931445708,-0.03198581112502776,-0.007689015233050082,-0.054083888416923805,0.08119800499164365,-0.051124561064187016,-0.042212234337170196
ACGL,0.03963327735178331,0.043053958029918335,-0.00417870475695834,0.08611133306829877,-0.0180097926480899,-0.08760117132583882,0.02465077326239848,-0.04223472431310011,-0.05945008784567069,0.038931760690605104
FAST,0.062584983671709,-0.00929638999045787,-0.03229640652660373,0.034770359483663665,0.029750212467785326,-0.034744842933935184,-0.074033019410797,-0.03345228890946606,-0.004143753381601677,-0.029293447239519346
TJX,0.041641686611048306,0.011697989688878422,0.0028513042758198707,0.07225492952897189,0.025913293172493777,0.12125171221719443,-0.0059255584894696515,-0.08017708326509759,-0.0010316484288629161,0.06817948113787499
MPC,0.04810522275629417,-0.000920690945229306,0.11142647033803905,-0.05031239938951883,0.0633635349580039,-0.0657274658106601,-0.04392060924501774,0.05259938556914834,-0.010789730012842216,0.005040602065008446
BR,0.037073584721335096,0.011902619837093868,-0.028499951249974433,-0.008959810182951299,0.03197651620735947,-0.010631896209213227,-0.03932567612960925,-0.033731267432431114,-0.002112253153735234,-0.008517934160367816
D,0.02427691794636511,0.11519082149835581,-0.02815666463617112,-0.08044985100400165,0.02881159505955234,0.009689912922108574,0.04623602174168929,-0.031244148857177356,-0.02327268804244734,0.04932817731505942
MRK,0.009164086237372164,0.04056827285035447,-0.00491642170738572,-0.029137023424501973,0.00915415968524959,0.09042570627621523,-0.005028823672183196,0.01564082754823227,0.06163199069844335,0.017002897529491395
STX,0.03615221335532472,-0.07239211936388486,-0.06810897416020498,-0.0242051095992447,-0.007656891234114069,0.013672126161908877,0.030164206173658652,0.03508156882664243,-0.05875143695375346,0.04276065039133666
NOC,0.02489192924217714,0.05985882529298339,0.006433647650579128,0.0203682192492063,0.022364348311202466,-0.0751968554860314,-0.04359853308634272,-0.010554259123990052,-0.005743637046898764,0.008611217674076993
BXP,0.05870244983658604,-0.0009250629748556051,-0.01584325324310943,-0.06333471519345782,-0.08892956253842099,0.022454794378165947,-0.028137657956696656,0.024952135399696734,0.006264117584750067,-0.05276791669095244
KHC,0.027802762811894546,0.07609437703587121,0.027701863557684534,-0.020459232199710783,0.04447562100040547,0.09339322044029755,0.014304598235038593,0.061895905109930364,-0.06516862170250824,0.02827615019244782
IPG,0.04293478047575749,-0.006125462517394368,0.013842063158153298,-0.005080291875652249,-0.0010418917414648202,0.014489709402708438,-0.014327020641423575,0.015964895116213813,-0.09245520605522238,-0.0024657614932459266
ABNB,0.05297103452122125,-0.06104203695024562,-0.01531379639046161,-0.0295064441260454,0.044364547378955274,0.01552308237897561,0.03572513897317145,0.03429016631697077,0.03604904028460626,-0.027673636715940614
UNP,0.06018496716260685,0.030443477447531148,0.0029107560432867926,0.0466626210945907,-0.0040110759549576444,-0.01934344031452818,0.01550188822191825,-0.02825839775818793,-0.012241864573549161,-0.030993375893940384
ALLE,0.057617083404985885,-0.01924609030043676,0.0014946376027071488,-0.004978275924917717,-0.01671410963899679,-0.017598238475256052,-0.06070920051973591,-0.09002135110612919,0.004087620173879287,-0.020588941795517526
ABBV,0.034785403456202145,0.06533113913717935,-0.03345796833456709,0.06414407893690445,0.036831578738587986,-0.027085724939402957,-0.008671400545417152,0.09802763972315356,0.016226578785835073,0.02245410688271053
ORCL,0.024447835822618336,-0.019340663029488846,-0.04080463739264634,-0.07184661000428262,-0.02658842939260292,-0.040917564915798975,-0.004387994845120692,-0.029531564301516225,0.07247164283024715,0.04420552936374538
ECL,0.050549596078210336,0.007649057966212942,-0.04062775151142693,0.03741450000403941,0.05005310152316488,-0.04946877115409347,-0.04350101840143453,-0.03314251158889394,-0.02416846845414926,-0.01791225012465223
ETR,0.027143033112030108,0.10443773130704832,-0.0013013923009366527,-0.09298903700464564,0.010874567706106356,0.03160132251559864,0.04198396869835761,-0.05645745620045665,0.0352549884528485,0.018352408115256895
EBAY,0.03991481880799297,-0.0078679216296845,-0.010624561361090155,0.015540210492681386,0.0010064751067629058,0.03407309740034775,0.047435961126527496,0.015733744384692817,0.007480071430533684,0.013276996501118186
SBUX,0.018405476472009217,-0.009748249468590878,-0.09697402167947142,-0.005645951416450442,-0.04180289389754407,0.006043592659485661,0.07387566709056553,-0.04311233762906227,-0.03776770100834796,0.027896042492455603
IR,0.0677139437435443,-0.04051739606230488,-0.011711442640589651,0.007482687972883961,-0.010729610167567424,-0.06367628056204046,-0.03960617703912333,-0.07202779428675089,-0.010571931860906329,0.03273562277028047
AMT,0.013133412968342827,0.07667240854617814,-0.059094535861640735,-0.11303065525592823,-0.03434792144313661,-0.05385405990334755,-0.06274177173489064,0.08495288450698354,-0.023623884697292073,-0.07927749606823445
INTU,0.03958847782168543,-0.04169756774030591,-0.0759731778413126,0.005161774847044663,0.03501821562105987,-0.005732579789530155,0.011101536489108058,0.037454258040089304,0.0636340676030149,-0.0005030629703018867
DPZ,0.035411746760017716,-0.005236636214076536,-0.02502093142676042,0.006389895828663898,-0.0018466027691209802,0.009500127267996827,-0.022405299852252234,0.0047793127243385665,0.017229999603617194,0.008031521089606008
PAYC,0.044194120511074936,-0.01976121658109614,0.005198608937541823,0.006850956211827091,0.01416880938081115,0.020193106239898694,-0.03925957068245097,-0.00147653258959439,0.030944457275648207,-0.028901768740338188
PG,0.02392887561627368,0.09716434630519398,-0.0628398860044302,0.05535630780078319,0.05623211464304531,0.06739502028406398,0.00467735470735934,0.055955597030985516,0.027660369479869808,0.026908334315453017
CAT,0.07468977612708269,-0.029904434881999183,0.017718910547677366,0.0024713057342264375,-0.00919903793520807,-0.04371414777665327,-0.034429644281463646,-0.03343617188604058,-0.009352119420474614,0.027465919369886016
ODFL,0.05011687889640032,-0.03375989189077104,-0.009050289734796107,0.05418632511977888,0.04190311309191422,-0.002931705535069737,-0.039914282195440944,-0.019046859069242233,-0.08607215070126978,-0.1205893968257358
MCD,0.043015528848410464,0.05080496928315241,-0.014403827161857338,0.005116567734506885,0.038406146066929825,0.055058986929557276,0.005303243283006901,-0.004291472219889118,-0.017375455309930243,0.0038077409750522503
MNST,0.03686401895647171,0.02649122395589123,-0.03849762421016318,0.04852530506793742,0.057245854411850525,0.06612316329149796,0.031759812603127505,0.01778522066558026,-0.03215390042344754,-0.007246539295687443
AMZN,0.04309646908626587,-0.0783911652822618,-0.06372066190338253,-0.02907212235126104,0.028218645160723078,0.03913998792787346,0.08761378434438641,0.02836754179425581,0.03713062050351624,0.0843456889708997
GEHC,0.04783532639723815,-0.010300311188072186,-0.04597191400567051,0.0085756418295244,0.04431421004519575,0.050686524530446926,-0.023120598148983134,0.01322138382118528,0.03673647469247578,0.0036405646956074343
INTC,0.04553968547127027,-0.06968434464389925,-0.02637700256312853,-0.02653088018943242,0.000466478677485824,0.04221999889841632,0.06604734109029088,0.0058313007039470875,-0.05645449935370951,0.007876906467576234
PNR,0.06472039563343814,-0.02702201461760011,0.010731476080168426,-0.01512370160410423,-0.04380391843395887,0.0014847530050418798,-0.04951042403917035,-0.10024408551919585,0.018840587545007448,0.006624881087658309
GLW,0.0561571848063229,-0.0400887555389977,-0.011121586889822377,-0.02864436134931168,0.025847876285718836,0.02987003852170294,0.025843836321958812,0.019151573017432224,-0.03377190456661217,-0.008145814718271038
BDX,0.035117986476714214,0.052615799648166595,-0.027901958960300788,0.0378641882028927,0.026242650075907575,0.007741128005120198,-0.07014173550733807,0.06012537565473954,0.047450211759214676,-0.02186636531827446
KMI,0.05187604644428326,0.03333592383809112,0.08136639518813216,-0.05632390766514831,0.0516189622921745,-0.034553416102368326,-0.02544415438359411,0.017463310918803657,0.022933533373485582,0.05543646986044294
CSGP,0.05448097731064391,-0.0051551347601872756,-0.020026131044763678,-0.038745422516181356,0.022723167574018592,0.0151498056299233,-0.03493918752550413,0.041088824527935795,0.03261428579952138,-0.06916800074160277
PWR,0.05498688913986106,-0.05270031030117163,-0.012493998898799163,-0.004502367582878508,-0.005219126899090036,-0.03350112017654424,-0.03667014546328963,-0.061786176014661506,-0.012699236877966157,0.06866589237741326
APTV,0.05977075643918175,-0.02641280278515614,0.03737371419249266,0.005567639976826542,-0.044710528645997206,0.07157227393557351,0.009816494186744143,-0.03228224419927935,0.005433371928036512,-0.03718006528616446
BBWI,0.0472331767173138,-0.018741750901511,0.04265230012426667,0.026126287736282023,-0.05884793737112734,0.11589599117758212,-0.009213221476396211,-0.019861006983672682,-0.00898561634684122,0.020038808892084006
DXCM,0.030157445984923096,-0.013432751077737951,-0.01359430023756577,0.01666798648268402,0.034650160608695475,0.04476509551315511,-0.04036143268287143,0.06265881078029685,0.08913368842890976,0.01814817107773761
EXR,0.03916547098467499,0.026052983178068177,-0.04948354337945857,-0.08944389383107997,-0.09631042406871664,0.004020638069357286,-0.053784875840528996,0.04060544337791588,-0.0192560465482203,-0.08529404204321962
WELL,0.037197643372694336,0.05538563948086549,-0.07396292032455498,-0.06633497233500274,-0.06972865164332799,-0.009741023057446278,-0.03619390346442082,0.0033380920724769662,-0.05280233711397336,-0.015024793224020812
HOLX,0.041403011626867395,0.05686135490339197,-0.045952809166475955,0.047413599666320354,0.03688661203276508,-0.008601260051707952,-0.031237817000182192,0.04248305608374748,0.027754828345891287,-0.05833553184939422
EXPD,0.050024009091706935,-0.003570544942769273,0.004658352714660762,0.019536125899274802,0.02534942794622895,0.0037636257345490115,-0.06846436409571338,-0.03810704436472043,-0.029970508110902787,-0.023453938217376274
GM,0.05807900842124212,-0.01563729687644809,0.0563784591519874,0.04507665051218469,-0.017444303340211267,0.046372244771467064,0.04823961055591003,-0.05441828447723789,-0.033886770972272724,-0.03153007628629921
TXN,0.05525718413851603,-0.08190990848307825,-0.044333261897306346,-0.016436111162710654,0.03600281914954419,0.0469022844847581,0.05955789862386025,0.017953083104139973,-0.07713679339324311,0.012498982642525962
